"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"2230","CA","Scattergood Generating Station",404,"2","",7,1997,"ARP",489,31788,NA,0.531,0.1189,20.679,23705.425,345926.425,9,"WECC","Los Angeles County"
"2231","CA","Scattergood Generating Station",404,"2","",8,1997,"ARP",669,38813,NA,0.753,0.09,21.815,30356.6,433648.7,9,"WECC","Los Angeles County"
"2232","CA","Scattergood Generating Station",404,"2","",9,1997,"ARP",44.75,2329,NA,0.008,0.0881,1.482,1561.125,26262.225,9,"WECC","Los Angeles County"
"2233","CA","Scattergood Generating Station",404,"2","",10,1997,"ARP",674,32742,NA,0.728,0.0836,17.558,27418.1,385496.6,9,"WECC","Los Angeles County"
"2234","CA","Scattergood Generating Station",404,"2","",11,1997,"ARP",482.75,22291,NA,0.519,0.0811,10.772,17914.475,246365.575,9,"WECC","Los Angeles County"
"2235","CA","Scattergood Generating Station",404,"2","",12,1997,"ARP",450,22700,NA,0.426,0.081,11.955,17592.825,252630.875,9,"WECC","Los Angeles County"
"2236","CA","Scattergood Generating Station",404,"3","",1,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2237","CA","Scattergood Generating Station",404,"3","",2,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2238","CA","Scattergood Generating Station",404,"3","",3,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2239","CA","Scattergood Generating Station",404,"3","",4,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2240","CA","Scattergood Generating Station",404,"3","",5,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2241","CA","Scattergood Generating Station",404,"3","",6,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2242","CA","Scattergood Generating Station",404,"3","",7,1997,"ARP",391.25,35670,NA,0.124,0.109,19.6,24527.05,412705.775,9,"WECC","Los Angeles County"
"2243","CA","Scattergood Generating Station",404,"3","",8,1997,"ARP",744,129076,NA,0.388,0.0874,47.939,76804.6,1292356.2,9,"WECC","Los Angeles County"
"2244","CA","Scattergood Generating Station",404,"3","",9,1997,"ARP",692.25,150571,NA,0.442,0.087,55.01,87569.875,1473505.725,9,"WECC","Los Angeles County"
"2245","CA","Scattergood Generating Station",404,"3","",10,1997,"ARP",597.25,81792,NA,0.256,0.0927,32.168,50633,852000.8,9,"WECC","Los Angeles County"
"2246","CA","Scattergood Generating Station",404,"3","",11,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2247","CA","Scattergood Generating Station",404,"3","",12,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,9,"WECC","Los Angeles County"
"2248","CA","Valley Generating Station",408,"3","",1,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2249","CA","Valley Generating Station",408,"3","",2,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2250","CA","Valley Generating Station",408,"3","",3,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2251","CA","Valley Generating Station",408,"3","",4,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2252","CA","Valley Generating Station",408,"3","",5,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2253","CA","Valley Generating Station",408,"3","",6,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2254","CA","Valley Generating Station",408,"3","",7,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2255","CA","Valley Generating Station",408,"3","",8,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2256","CA","Valley Generating Station",408,"3","",9,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2257","CA","Valley Generating Station",408,"3","",10,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2258","CA","Valley Generating Station",408,"3","",11,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2259","CA","Valley Generating Station",408,"3","",12,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2260","CA","Valley Generating Station",408,"4","",1,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2261","CA","Valley Generating Station",408,"4","",2,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2262","CA","Valley Generating Station",408,"4","",3,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2263","CA","Valley Generating Station",408,"4","",4,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2264","CA","Valley Generating Station",408,"4","",5,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2265","CA","Valley Generating Station",408,"4","",6,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2266","CA","Valley Generating Station",408,"4","",7,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2267","CA","Valley Generating Station",408,"4","",8,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2268","CA","Valley Generating Station",408,"4","",9,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2269","CA","Valley Generating Station",408,"4","",10,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2270","CA","Valley Generating Station",408,"4","",11,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2271","CA","Valley Generating Station",408,"4","",12,1997,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,9,"","Los Angeles County"
"2272","CO","Arapahoe",465,"1","CS1",1,1997,"ARP",743.25,26572,NA,120.177,0.9153,143.882,31512.363,307135.54,8,"WECC","Denver County"
"2273","CO","Arapahoe",465,"1","CS1",2,1997,"ARP",594,20774,NA,96.163,0.9407,117.803,25528.425,248812.935,8,"WECC","Denver County"
"2274","CO","Arapahoe",465,"1","CS1",3,1997,"ARP",725.5,25653,NA,71.864,0.748,127.941,34692.227,338133.823,8,"WECC","Denver County"
"2275","CO","Arapahoe",465,"1","CS1",4,1997,"ARP",720,25258,NA,71.894,0.6808,121.466,36772.442,358400.738,8,"WECC","Denver County"
"2276","CO","Arapahoe",465,"1","CS1",5,1997,"ARP",744,25886,NA,102.49,0.6392,115.066,36823.946,358909.966,8,"WECC","Denver County"
"2277","CO","Arapahoe",465,"1","CS1",6,1997,"ARP",712,25249,NA,107.673,0.6771,159.952,38714.298,477551.369,8,"WECC","Denver County"
"2278","CO","Arapahoe",465,"1","CS1",7,1997,"ARP",694.75,24591,NA,93.508,0.6251,111.072,35793.398,348854.515,8,"WECC","Denver County"
"2279","CO","Arapahoe",465,"1","CS1",8,1997,"ARP",712.75,25167,NA,76.64,0.6214,99.943,32820.316,319886.024,8,"WECC","Denver County"
"2280","CO","Arapahoe",465,"1","CS1",9,1997,"ARP",714.25,23076,NA,89.442,0.5831,85.796,27593.825,288946.052,8,"WECC","Denver County"
"2281","CO","Arapahoe",465,"1","CS1",10,1997,"ARP",741,22601,NA,55.301,0.5783,75.975,24958.669,243255.43,8,"WECC","Denver County"
"2282","CO","Arapahoe",465,"1","CS1",11,1997,"ARP",698.75,23933,NA,76.925,0.6474,93.907,29004.973,282708.866,8,"WECC","Denver County"
"2283","CO","Arapahoe",465,"1","CS1",12,1997,"ARP",743.25,25324,NA,88.772,0.7133,101.625,28805.152,280761.552,8,"WECC","Denver County"
"2284","CO","Arapahoe",465,"2","CS1",1,1997,"ARP",435.75,13128,NA,58.389,0.8755,66.47,15396.112,150055.485,8,"WECC","Denver County"
"2285","CO","Arapahoe",465,"2","CS1",2,1997,"ARP",622.75,18878,NA,87.875,0.9428,107.806,23245.3,226558.29,8,"WECC","Denver County"
"2286","CO","Arapahoe",465,"2","CS1",3,1997,"ARP",465.75,12996,NA,34.261,0.7207,61.815,17392.373,169522.377,8,"WECC","Denver County"
"2287","CO","Arapahoe",465,"2","CS1",4,1997,"ARP",720,19669,NA,56.424,0.6808,94.695,28565.158,278408.762,8,"WECC","Denver County"
"2288","CO","Arapahoe",465,"2","CS1",5,1997,"ARP",241.5,5937,NA,18.125,0.6489,26.776,8406.354,81932.934,8,"WECC","Denver County"
"2289","CO","Arapahoe",465,"2","CS1",6,1997,"ARP",424,9835,NA,39.534,0.649,79.546,15109.202,247256.731,8,"WECC","Denver County"
"2290","CO","Arapahoe",465,"2","CS1",7,1997,"ARP",547,12685,NA,43.44,0.6386,55.466,17681.903,172332.885,8,"WECC","Denver County"
"2291","CO","Arapahoe",465,"2","CS1",8,1997,"ARP",360.5,9680,NA,23.075,0.6247,35.661,11617.634,113229.026,8,"WECC","Denver County"
"2292","CO","Arapahoe",465,"2","CS1",9,1997,"ARP",179.25,4752,NA,10.488,0.5768,13.482,4130.475,45284.673,8,"WECC","Denver County"
"2293","CO","Arapahoe",465,"2","CS1",10,1997,"ARP",248.25,6595,NA,9.517,0.5761,18.042,6369.93,62087.17,8,"WECC","Denver County"
"2294","CO","Arapahoe",465,"2","CS1",11,1997,"ARP",76,1490,NA,3.482,0.6204,4.732,1590.802,15504.509,8,"WECC","Denver County"
"2295","CO","Arapahoe",465,"2","CS1",12,1997,"ARP",105,2279,NA,4.538,0.6864,7.972,2393.898,23332.248,8,"WECC","Denver County"
"2296","CO","Arapahoe",465,"3","",1,1997,"ARP",726.75,27053,NA,142.351,1.2146,224.193,37205.4,362631.875,8,"WECC","Denver County"
"2297","CO","Arapahoe",465,"3","",2,1997,"ARP",618,21831,NA,111.886,1.1531,170.706,29938.7,291794.3,8,"WECC","Denver County"
"2298","CO","Arapahoe",465,"3","",3,1997,"ARP",676.25,25091,NA,74.406,0.7492,146.759,39700.875,386949.7,8,"WECC","Denver County"
"2299","CO","Arapahoe",465,"3","",4,1997,"ARP",423.75,14905,NA,45.935,0.6188,72.053,23615.175,230171.675,8,"WECC","Denver County"
"2300","CO","Arapahoe",465,"3","",5,1997,"ARP",743.25,25903,NA,118.375,0.6944,142.817,42069.225,410039.375,8,"WECC","Denver County"
"2301","CO","Arapahoe",465,"3","",6,1997,"ARP",712,23322,NA,101.353,0.6927,173.567,39527.6,683963.2,8,"WECC","Denver County"
"2302","CO","Arapahoe",465,"3","",7,1997,"ARP",686.25,23334,NA,105.287,0.7379,141.52,38749.475,378930.1,8,"WECC","Denver County"
"2303","CO","Arapahoe",465,"3","",8,1997,"ARP",714.25,23512,NA,94.476,0.7238,140.052,39424.275,384251.725,8,"WECC","Denver County"
"2304","CO","Arapahoe",465,"3","",9,1997,"ARP",687,22298,NA,109.71,0.7495,138.285,37267.525,363219.15,8,"WECC","Denver County"
"2305","CO","Arapahoe",465,"3","",10,1997,"ARP",680.75,22324,NA,81.7,0.7172,124.438,35068.5,341813.15,8,"WECC","Denver County"
"2306","CO","Arapahoe",465,"3","",11,1997,"ARP",693.25,21680,NA,97.064,0.7429,183.592,32605.8,816397.6,8,"WECC","Denver County"
"2307","CO","Arapahoe",465,"3","",12,1997,"ARP",736.75,21919,NA,102.918,0.6734,105.04,31788.25,309822.75,8,"WECC","Denver County"
"2308","CO","Arapahoe",465,"4","",1,1997,"ARP",687.5,63894,NA,251.16,0.3806,145.169,78108.7,761398.275,8,"WECC","Denver County"
"2309","CO","Arapahoe",465,"4","",2,1997,"ARP",672,60722,NA,138.539,0.3578,135.721,77875.2,759009.1,8,"WECC","Denver County"
"2310","CO","Arapahoe",465,"4","",3,1997,"ARP",743.75,70374,NA,96.229,0.2821,132.4,96281.3,938528.025,8,"WECC","Denver County"
"2311","CO","Arapahoe",465,"4","",4,1997,"ARP",719.75,66920,NA,140.195,0.2839,135.274,98004.2,955389.025,8,"WECC","Denver County"
"2312","CO","Arapahoe",465,"4","",5,1997,"ARP",719.5,61969,NA,242.127,0.2617,106.682,84675.55,825653.675,8,"WECC","Denver County"
"2313","CO","Arapahoe",465,"4","",6,1997,"ARP",693.5,51969,NA,182.781,0.3036,98.179,68065.425,653048,8,"WECC","Denver County"
"2314","CO","Arapahoe",465,"4","",7,1997,"ARP",743.75,58058,NA,213.428,0.3379,129.554,78148.95,767958.3,8,"WECC","Denver County"
"2315","CO","Arapahoe",465,"4","",8,1997,"ARP",736.25,57586,NA,194.303,0.3257,123.694,78165.15,762979.65,8,"WECC","Denver County"
"2316","CO","Arapahoe",465,"4","",9,1997,"ARP",593.25,52877,NA,212.434,0.2817,94.077,68831.025,671482.85,8,"WECC","Denver County"
"2317","CO","Arapahoe",465,"4","",10,1997,"ARP",705.25,69261,NA,196.451,0.2658,111.022,86722.975,846622.65,8,"WECC","Denver County"
"2318","CO","Arapahoe",465,"4","",11,1997,"ARP",311,27595,NA,53.364,0.3015,49.249,34398.85,335963.875,8,"WECC","Denver County"
"2319","CO","Arapahoe",465,"4","",12,1997,"ARP",744,74428,NA,192.93,0.3085,96.496,64672.9,648462.9,8,"WECC","Denver County"
"2320","CO","Cameo",468,"2","",1,1997,"ARP",586.75,26686,NA,175.703,0.3905,65.993,34516.55,336430.35,8,"","Mesa County"
"2321","CO","Cameo",468,"2","",2,1997,"ARP",672,32377,NA,201.018,0.3757,76.865,42008.6,409429.6,8,"","Mesa County"
"2322","CO","Cameo",468,"2","",3,1997,"ARP",744,30215,NA,193.569,0.3779,76.988,41798,407378.3,8,"","Mesa County"
"2323","CO","Cameo",468,"2","",4,1997,"ARP",720,33888,NA,207.567,0.386,85.373,45418.5,442669.9,8,"","Mesa County"
"2324","CO","Cameo",468,"2","",5,1997,"ARP",744,33686,NA,203.117,0.3793,85.752,46379,452055.7,8,"","Mesa County"
"2325","CO","Cameo",468,"2","",6,1997,"ARP",720,32197,NA,193.04,0.374,78.068,42864.8,417782.5,8,"","Mesa County"
"2326","CO","Cameo",468,"2","",7,1997,"ARP",697.25,31910,NA,183.63,0.3467,66.595,39337.3,383404.3,8,"","Mesa County"
"2327","CO","Cameo",468,"2","",8,1997,"ARP",710.25,32564,NA,181.197,0.3251,66.299,41968.225,409058.9,8,"","Mesa County"
"2328","CO","Cameo",468,"2","",9,1997,"ARP",720,32878,NA,186.652,0.3348,67.424,41553.4,405006.3,8,"","Mesa County"
"2329","CO","Cameo",468,"2","",10,1997,"ARP",744,34178,NA,197.825,0.3678,73.259,41171,401275.8,8,"","Mesa County"
"2330","CO","Cameo",468,"2","",11,1997,"ARP",269,10740,NA,55.443,0.4039,23.056,11890.275,115888.75,8,"","Mesa County"
"2331","CO","Cameo",468,"2","",12,1997,"ARP",689.5,32476,NA,152.216,0.3856,64.676,34408.55,335364.25,8,"","Mesa County"
"2332","CO","Cherokee",469,"1","",1,1997,"ARP",605.5,53395,NA,233.147,1.2763,378.278,55764.4,546190.3,8,"","Adams County"
"2333","CO","Cherokee",469,"1","",2,1997,"ARP",576.25,51343,NA,206.807,1.3432,368.443,51742,506834.85,8,"","Adams County"
"2334","CO","Cherokee",469,"1","",3,1997,"ARP",453.75,31047,NA,152.208,1.1655,232.847,32926.2,328418.05,8,"","Adams County"
"2335","CO","Cherokee",469,"1","",4,1997,"ARP",720,68405,NA,302.246,1.465,520.079,72766,709237.3,8,"","Adams County"
"2336","CO","Cherokee",469,"1","",5,1997,"ARP",738.25,68561,NA,327.646,1.5849,584.789,74869.05,730198.525,8,"","Adams County"
"2337","CO","Cherokee",469,"1","",6,1997,"ARP",720,66457,NA,298.842,1.5872,574.05,74170.4,722910.9,8,"","Adams County"
"2338","CO","Cherokee",469,"1","",7,1997,"ARP",743.5,70045,NA,315.228,1.4501,557.254,78979.55,770199.45,8,"","Adams County"
"2339","CO","Cherokee",469,"1","",8,1997,"ARP",744,70066,NA,308.103,1.3078,531.964,83669.1,815477.9,8,"","Adams County"
"2340","CO","Cherokee",469,"1","",9,1997,"ARP",720,69213,NA,284.429,1.2973,482.62,76366.3,744309.1,8,"","Adams County"
"2341","CO","Cherokee",469,"1","",10,1997,"ARP",743.25,66396,NA,291.088,1.2377,457.015,75397.8,735363.975,8,"","Adams County"
"2342","CO","Cherokee",469,"1","",11,1997,"ARP",720,66862,NA,274.463,1.1453,402.736,71620.5,698069,8,"","Adams County"
"2343","CO","Cherokee",469,"1","",12,1997,"ARP",723,70003,NA,309.339,1.2502,473.337,75609.4,742380.1,8,"","Adams County"
"2344","CO","Cherokee",469,"2","",1,1997,"ARP",690.75,65625,NA,273.158,1.1217,376.913,68819.525,672181.725,8,"","Adams County"
"2345","CO","Cherokee",469,"2","",2,1997,"ARP",672,64443,NA,291.588,1.1326,429.523,78223.8,762424.9,8,"","Adams County"
"2346","CO","Cherokee",469,"2","",3,1997,"ARP",744,73935,NA,337.689,1.0996,510.245,95426.5,930105.2,8,"","Adams County"
"2347","CO","Cherokee",469,"2","",4,1997,"ARP",720,71007,NA,324.97,1.1342,465.519,85064.5,829087.7,8,"","Adams County"
"2348","CO","Cherokee",469,"2","",5,1997,"ARP",734,75072,NA,348.579,1.1295,461.116,84070.5,819648.9,8,"","Adams County"
"2349","CO","Cherokee",469,"2","",6,1997,"ARP",720,70729,NA,318.905,1.0608,423.923,82292.7,802098.2,8,"","Adams County"
"2350","CO","Cherokee",469,"2","",7,1997,"ARP",744,73702,NA,340.991,1.1934,495.905,85148.4,829910.2,8,"","Adams County"
"2351","CO","Cherokee",469,"2","",8,1997,"ARP",272.5,26229,NA,128.15,1.1478,174.478,30850.65,300700.125,8,"","Adams County"
"2352","CO","Cherokee",469,"2","",9,1997,"ARP",154,12735,NA,37.523,1.0531,58.326,9432.5,96859.7,8,"","Adams County"
"2353","CO","Cherokee",469,"2","",10,1997,"ARP",530.25,50823,NA,194.265,1.1637,284.402,49232.825,480479.5,8,"","Adams County"
"2354","CO","Cherokee",469,"2","",11,1997,"ARP",545.75,52112,NA,195.694,1.1924,281.211,48189.7,470246.75,8,"","Adams County"
"2355","CO","Cherokee",469,"2","",12,1997,"ARP",640.25,62520,NA,264.738,1.0979,346.654,64814.85,632033.8,8,"","Adams County"
"2356","CO","Cherokee",469,"3","",1,1997,"ARP",743,90877,NA,394.346,0.5462,260.435,96514.825,941086.325,8,"","Adams County"
"2357","CO","Cherokee",469,"3","",2,1997,"ARP",667,92718,NA,387.759,0.4924,240.748,98563.275,985896.1,8,"","Adams County"
"2358","CO","Cherokee",469,"3","",3,1997,"ARP",656.5,86513,NA,346.864,0.4881,220.405,89442.25,873871.45,8,"","Adams County"
"2359","CO","Cherokee",469,"3","",4,1997,"ARP",720,98041,NA,390.481,0.4981,242.281,100462.1,979164.2,8,"","Adams County"
"2360","CO","Cherokee",469,"3","",5,1997,"ARP",744,100198,NA,457.836,0.4456,240.873,111502.5,1086756.7,8,"","Adams County"
"2361","CO","Cherokee",469,"3","",6,1997,"ARP",720,86974,NA,364.595,0.4514,209.36,97232.6,947679.1,8,"","Adams County"
"2362","CO","Cherokee",469,"3","",7,1997,"ARP",744,98876,NA,437.627,0.4372,240.879,114962.1,1120490.2,8,"","Adams County"
"2363","CO","Cherokee",469,"3","",8,1997,"ARP",744,95472,NA,448.073,0.3864,222.449,119714.4,1166807.9,8,"","Adams County"
"2364","CO","Cherokee",469,"3","",9,1997,"ARP",720,95903,NA,435.402,0.3948,222.23,116446.8,1134961,8,"","Adams County"
"2365","CO","Cherokee",469,"3","",10,1997,"ARP",685,89270,NA,439.384,0.4581,259.462,114183,1114783.275,8,"","Adams County"
"2366","CO","Cherokee",469,"3","",11,1997,"ARP",720,97910,NA,442.664,0.3683,210.302,117795.7,1148107.9,8,"","Adams County"
"2367","CO","Cherokee",469,"3","",12,1997,"ARP",744,99535,NA,472.69,0.4594,273.722,121668.8,1185852.3,8,"","Adams County"
"2368","CO","Cherokee",469,"4","",1,1997,"ARP",744,247353,NA,636.475,0.3851,412.096,222977.8,2173280,8,"","Adams County"
"2369","CO","Cherokee",469,"4","",2,1997,"ARP",672,233153,NA,570.358,0.3499,363.563,215201.7,2097483.7,8,"","Adams County"
"2370","CO","Cherokee",469,"4","",3,1997,"ARP",744,255065,NA,698.51,0.3501,392.929,232344.2,2264563.4,8,"","Adams County"
"2371","CO","Cherokee",469,"4","",4,1997,"ARP",606,197512,NA,744.808,0.3574,319.62,182920.4,1783946.675,8,"","Adams County"
"2372","CO","Cherokee",469,"4","",5,1997,"ARP",0,NA,NA,NA,NA,NA,NA,NA,8,"","Adams County"
"2373","CO","Cherokee",469,"4","",6,1997,"ARP",434.75,109275,NA,318.383,0.3523,209.327,109293.625,1073860.825,8,"","Adams County"
"2374","CO","Cherokee",469,"4","",7,1997,"ARP",743.5,255157,NA,752.465,0.3703,450.64,252817.75,2466358.25,8,"","Adams County"
"2375","CO","Cherokee",469,"4","",8,1997,"ARP",744,258661,NA,723.314,0.3569,423.964,246128.4,2400295.1,8,"","Adams County"
"2376","CO","Cherokee",469,"4","",9,1997,"ARP",664.75,216724,NA,597.804,0.3389,387.558,225694.075,2200137.7,8,"","Adams County"
"2377","CO","Cherokee",469,"4","",10,1997,"ARP",585.75,174320,NA,395.261,0.3169,274.381,163137.5,1597669.9,8,"","Adams County"
"2378","CO","Cherokee",469,"4","",11,1997,"ARP",720,262948,NA,560.938,0.3362,404.76,248610.1,2423096.9,8,"","Adams County"
"2379","CO","Cherokee",469,"4","",12,1997,"ARP",743.75,256689,NA,848.511,0.3452,390.426,232666.875,2268994.425,8,"","Adams County"
"2380","CO","Comanche (470)",470,"1","",1,1997,"ARP",178.75,28129,NA,63.937,0.1735,26.167,27855.775,274298.325,8,"WECC","Pueblo County"
"2381","CO","Comanche (470)",470,"1","",2,1997,"ARP",539,118603,NA,272.235,0.1849,113.591,122068.95,1192787.225,8,"WECC","Pueblo County"
"2382","CO","Comanche (470)",470,"1","",3,1997,"ARP",615,178922,NA,395.26,0.2452,227.413,184571.625,1805528.7,8,"WECC","Pueblo County"
"2383","CO","Comanche (470)",470,"1","",4,1997,"ARP",720,230180,NA,580.065,0.2876,339.445,238710.7,2326622,8,"WECC","Pueblo County"
"2384","CO","Comanche (470)",470,"1","",5,1997,"ARP",657.25,197252,NA,484.874,0.2623,261.164,200289.425,1953753.9,8,"WECC","Pueblo County"
"2385","CO","Comanche (470)",470,"1","",6,1997,"ARP",720,224210,NA,548.534,0.2681,316.756,241727.3,2356024.1,8,"WECC","Pueblo County"
"2386","CO","Comanche (470)",470,"1","",7,1997,"ARP",744,239139,NA,588.326,0.2508,336.418,272294.5,2653950.3,8,"WECC","Pueblo County"
"2387","CO","Comanche (470)",470,"1","",8,1997,"ARP",699,221234,NA,539.705,0.2285,283.027,251612.65,2453175.175,8,"WECC","Pueblo County"
"2388","CO","Comanche (470)",470,"1","",9,1997,"ARP",658.25,211149,NA,562.667,0.2264,282.653,251132.4,2448626.55,8,"WECC","Pueblo County"
"2389","CO","Comanche (470)",470,"1","",10,1997,"ARP",744,233297,NA,625.866,0.2044,242.936,242647.3,2364989.6,8,"WECC","Pueblo County"
"2390","CO","Comanche (470)",470,"1","",11,1997,"ARP",654.75,197986,NA,490.961,0.2381,224.228,191853.3,1870863,8,"WECC","Pueblo County"
"2391","CO","Comanche (470)",470,"1","",12,1997,"ARP",650.75,211365,NA,538.125,0.271,259.281,195005.2,1901900.7,8,"WECC","Pueblo County"
"2392","CO","Comanche (470)",470,"2","",1,1997,"ARP",744,242277,NA,653.157,0.3201,422.035,271312.4,2644374,8,"WECC","Pueblo County"
"2393","CO","Comanche (470)",470,"2","",2,1997,"ARP",670,207013,NA,550.067,0.2683,312.007,239203.325,2332127.2,8,"WECC","Pueblo County"
"2394","CO","Comanche (470)",470,"2","",3,1997,"ARP",744,242942,NA,600.832,0.3095,418.012,276544.9,2695360.5,8,"WECC","Pueblo County"
"2395","CO","Comanche (470)",470,"2","",4,1997,"ARP",655,209149,NA,563.907,0.2903,344.795,240783.45,2348560.4,8,"WECC","Pueblo County"
"2396","CO","Comanche (470)",470,"2","",5,1997,"ARP",739.25,236163,NA,631.818,0.188,252.44,272914.7,2661754.6,8,"WECC","Pueblo County"
"2397","CO","Comanche (470)",470,"2","",6,1997,"ARP",558.25,163313,NA,446.446,0.1838,174.463,188066.975,1837048.525,8,"WECC","Pueblo County"
"2398","CO","Comanche (470)",470,"2","",7,1997,"ARP",744,237380,NA,671.487,0.2266,322.106,286527.5,2792656.5,8,"WECC","Pueblo County"
"2399","CO","Comanche (470)",470,"2","",8,1997,"ARP",744,230518,NA,572.127,0.1953,244.308,252290.9,2458976.4,8,"WECC","Pueblo County"
"2400","CO","Comanche (470)",470,"2","",9,1997,"ARP",720,210329,NA,548.005,0.1948,213.564,231060.4,2252056,8,"WECC","Pueblo County"
"2401","CO","Comanche (470)",470,"2","",10,1997,"ARP",188.5,61832,NA,179.717,0.1741,58.433,69173.8,674384.35,8,"WECC","Pueblo County"
"2402","CO","Comanche (470)",470,"2","",11,1997,"ARP",718.25,228834,NA,582.474,0.261,341.179,259714.85,2534851.525,8,"WECC","Pueblo County"
"2403","CO","Comanche (470)",470,"2","",12,1997,"ARP",744,250403,NA,647.768,0.1966,258.837,270362.1,2635106.2,8,"WECC","Pueblo County"
"2404","CO","Craig",6021,"C1","",1,1997,"ARP",740.5,287860,NA,447.51,0.3301,550.547,342120.05,3334521.45,8,"WECC","Moffat County"
"2405","CO","Craig",6021,"C1","",2,1997,"ARP",672,261924,NA,424.127,0.3417,503.17,301904.9,2942547.7,8,"WECC","Moffat County"
"2406","CO","Craig",6021,"C1","",3,1997,"ARP",744,276157,NA,438.972,0.3649,572.772,321338.4,3131957,8,"WECC","Moffat County"
"2407","CO","Craig",6021,"C1","",4,1997,"ARP",720,291483,NA,519.049,0.347,571.914,336419.4,3278940.9,8,"WECC","Moffat County"
"2408","CO","Craig",6021,"C1","",5,1997,"ARP",743.25,291357,NA,480.325,0.3523,568.055,328548.25,3202216.325,8,"WECC","Moffat County"
"2409","CO","Craig",6021,"C1","",6,1997,"ARP",720,275481,NA,465.321,0.342,519.985,308481.8,3007069.1,8,"WECC","Moffat County"
"2410","CO","Craig",6021,"C1","",7,1997,"ARP",744,292072,NA,451.177,0.3521,556.646,321324.8,3132673.1,8,"WECC","Moffat County"
"2411","CO","Craig",6021,"C1","",8,1997,"ARP",744,292412,NA,486.451,0.3188,526.271,335930.9,3274904.3,8,"WECC","Moffat County"
"2412","CO","Craig",6021,"C1","",9,1997,"ARP",716,289770,NA,461.655,0.3207,514.98,329031.15,3207917.85,8,"WECC","Moffat County"
"2413","CO","Craig",6021,"C1","",10,1997,"ARP",744,306191,NA,467.321,0.3209,566.595,359840.6,3508237,8,"WECC","Moffat County"
"2414","CO","Craig",6021,"C1","",11,1997,"ARP",719,298870,NA,426.035,0.3531,608.896,351471.3,3427762.875,8,"WECC","Moffat County"
"2415","CO","Craig",6021,"C1","",12,1997,"ARP",744,324773,NA,466.213,0.3277,552.324,335960.2,3275598.6,8,"WECC","Moffat County"
"2416","CO","Craig",6021,"C2","",1,1997,"ARP",744,296071,NA,447.454,0.3559,577.139,331750.7,3233440.5,8,"WECC","Moffat County"
