"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"30","AL","Barry",3,"3","CS0AAN",6,1999,"ARP",618.25,135535,NA,776.181,0.5504,359.408,137155.514,1336744.377,4,"SERC","Mobile County"
"31","AL","Barry",3,"3","CS0AAN",7,1999,"ARP",744,187317,NA,1126.32,0.5285,493.471,192530.309,1876445.95,4,"SERC","Mobile County"
"32","AL","Barry",3,"3","CS0AAN",8,1999,"ARP",625.75,152273,NA,938.735,0.5107,382.47,155347.812,1514056.504,4,"SERC","Mobile County"
"33","AL","Barry",3,"3","CS0AAN",9,1999,"ARP",450.75,110120,NA,597.167,0.4621,248.483,112005.527,1091631.974,4,"SERC","Mobile County"
"34","AL","Barry",3,"3","CS0AAN",10,1999,"ARP",278,51477,NA,298.027,0.4904,139.751,56741.629,553019.896,4,"SERC","Mobile County"
"35","AL","Barry",3,"3","CS0AAN",11,1999,"ARP",681.75,162716,NA,869.518,0.5648,424.577,156794.556,1528155.448,4,"SERC","Mobile County"
"36","AL","Barry",3,"3","CS0AAN",12,1999,"ARP",327.25,70700,NA,375.55,0.5963,192.472,67260.327,655530.325,4,"SERC","Mobile County"
"37","AL","Barry",3,"4","MS4A, MS4B",1,1999,"ARP",646,226902,NA,1407.774,0.4109,498.915,250849.35,2444858.575,4,"SERC","Mobile County"
"38","AL","Barry",3,"4","MS4A, MS4B",2,1999,"ARP",294.5,97047,NA,556.99,0.3687,200.537,107306.125,1045850.65,4,"SERC","Mobile County"
"39","AL","Barry",3,"4","MS4A, MS4B",3,1999,"ARP",724,254862,NA,1446.183,0.3989,506.429,262436.925,2557836.025,4,"SERC","Mobile County"
"40","AL","Barry",3,"4","MS4A, MS4B",4,1999,"ARP",720,261482,NA,1621.978,0.385,498.664,265880.2,2591371.6,4,"SERC","Mobile County"
"41","AL","Barry",3,"4","MS4A, MS4B",5,1999,"ARP",685,241244,NA,1349.272,0.3815,460.874,248322.45,2420242.35,4,"SERC","Mobile County"
"42","AL","Barry",3,"4","MS4A, MS4B",6,1999,"ARP",720,261722,NA,1490.506,0.4047,517.914,264112.5,2574156,4,"SERC","Mobile County"
"43","AL","Barry",3,"4","MS4A, MS4B",7,1999,"ARP",636.25,214257,NA,1276.865,0.3734,410.312,224588.85,2188909.35,4,"SERC","Mobile County"
"44","AL","Barry",3,"4","MS4A, MS4B",8,1999,"ARP",723.75,258475,NA,1586.133,0.3524,465.827,272651.05,2649594.925,4,"SERC","Mobile County"
"45","AL","Barry",3,"4","MS4A, MS4B",9,1999,"ARP",701.25,256345,NA,1334.196,0.2978,399.061,274396.25,2674364.675,4,"SERC","Mobile County"
"46","AL","Barry",3,"4","MS4A, MS4B",10,1999,"ARP",722.5,262705,NA,1498.525,0.3706,501.43,277687.5,2706432.3,4,"SERC","Mobile County"
"47","AL","Barry",3,"4","MS4A, MS4B",11,1999,"ARP",695.75,249125,NA,1429.851,0.366,471.509,263687.775,2570001.675,4,"SERC","Mobile County"
"48","AL","Barry",3,"4","MS4A, MS4B",12,1999,"ARP",744,272510,NA,1528.777,0.4108,570.994,285568.1,2783247.3,4,"SERC","Mobile County"
"49","AL","Barry",3,"5","MS5A, MS5B",1,1999,"ARP",738.25,501253,NA,2740.315,0.4141,1029.191,505814.675,4929851.075,4,"SERC","Mobile County"
"50","AL","Barry",3,"5","MS5A, MS5B",2,1999,"ARP",653.25,485174,NA,2522.925,0.3829,947.58,505706.275,4928786.375,4,"SERC","Mobile County"
"51","AL","Barry",3,"5","MS5A, MS5B",3,1999,"ARP",117.25,88418,NA,444.974,0.3948,176.125,92313.1,899717.975,4,"SERC","Mobile County"
"52","AL","Barry",3,"5","MS5A, MS5B",4,1999,"ARP",561,388269,NA,2300.041,0.3916,778.881,393216.625,3832438.175,4,"SERC","Mobile County"
"53","AL","Barry",3,"5","MS5A, MS5B",5,1999,"ARP",703.75,504910,NA,2722.854,0.3882,985.437,522784.75,5095233.825,4,"SERC","Mobile County"
"54","AL","Barry",3,"5","MS5A, MS5B",6,1999,"ARP",720,545677,NA,3129.122,0.4044,1128.493,573247.5,5587075.5,4,"SERC","Mobile County"
"55","AL","Barry",3,"5","MS5A, MS5B",7,1999,"ARP",701.25,519156,NA,3124.305,0.3838,1027.32,545352.725,5315184.025,4,"SERC","Mobile County"
"56","AL","Barry",3,"5","MS5A, MS5B",8,1999,"ARP",600.75,428755,NA,2518.734,0.4182,930.201,446678.3,4353475.95,4,"SERC","Mobile County"
"57","AL","Barry",3,"5","MS5A, MS5B",9,1999,"ARP",647.25,470624,NA,2523.28,0.392,935.918,483821.4,4715492.475,4,"SERC","Mobile County"
"58","AL","Barry",3,"5","MS5A, MS5B",10,1999,"ARP",709.5,524120,NA,2940.047,0.4223,1099.862,532588.375,5190798.575,4,"SERC","Mobile County"
"59","AL","Barry",3,"5","MS5A, MS5B",11,1999,"ARP",553,365537,NA,2096.453,0.4518,864.044,385945.45,3761598.2,4,"SERC","Mobile County"
"60","AL","Barry",3,"5","MS5A, MS5B",12,1999,"ARP",659.25,477751,NA,2746.758,0.4181,1056.947,508681.525,4957780.25,4,"SERC","Mobile County"
"61","AL","Charles R Lowman",56,"1","",1,1999,"ARP",744,34587,NA,572.807,0.6697,132.331,40931,398940.7,4,"SERC","Washington County"
"62","AL","Charles R Lowman",56,"1","",2,1999,"ARP",419.25,21566,NA,315.066,0.624,79.709,26330.6,256633.2,4,"SERC","Washington County"
"63","AL","Charles R Lowman",56,"1","",3,1999,"ARP",744,41934,NA,726.151,0.6581,163.971,51243.3,499447.9,4,"SERC","Washington County"
"64","AL","Charles R Lowman",56,"1","",4,1999,"ARP",720,39239,NA,612.983,0.6604,157.039,49108.3,478631.1,4,"SERC","Washington County"
"65","AL","Charles R Lowman",56,"1","",5,1999,"ARP",744,38941,NA,557.918,0.6938,163.903,48994.5,477532,4,"SERC","Washington County"
"66","AL","Charles R Lowman",56,"1","",6,1999,"ARP",720,39589,NA,544.856,0.6837,166.711,50174.7,489036.4,4,"SERC","Washington County"
"67","AL","Charles R Lowman",56,"1","",7,1999,"ARP",744,41774,NA,410.747,0.6604,170.365,53692.5,523325.5,4,"SERC","Washington County"
"68","AL","Charles R Lowman",56,"1","",8,1999,"ARP",661,37961,NA,546.599,0.6687,158.284,48155.35,469362.5,4,"SERC","Washington County"
"69","AL","Charles R Lowman",56,"1","",9,1999,"ARP",690.5,38031,NA,374.435,0.6765,155.63,47852.2,466390.4,4,"SERC","Washington County"
"70","AL","Charles R Lowman",56,"1","",10,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Washington County"
"71","AL","Charles R Lowman",56,"1","",11,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Washington County"
"72","AL","Charles R Lowman",56,"1","",12,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Washington County"
"73","AL","Charles R Lowman",56,"2","",1,1999,"ARP",694.75,144898,NA,815.706,0.4905,372.816,155166.925,1512343.25,4,"SERC","Washington County"
"74","AL","Charles R Lowman",56,"2","",2,1999,"ARP",672,124533,NA,703.186,0.5033,329.678,132989.6,1296197.2,4,"SERC","Washington County"
"75","AL","Charles R Lowman",56,"2","",3,1999,"ARP",192.5,41802,NA,235.325,0.5022,108.843,44211.05,430909.2,4,"SERC","Washington County"
"76","AL","Charles R Lowman",56,"2","",4,1999,"ARP",157,24739,NA,99.643,0.4004,58.881,27627.35,269269.65,4,"SERC","Washington County"
"77","AL","Charles R Lowman",56,"2","",5,1999,"ARP",744,165796,NA,871.429,0.4735,402.601,173789.2,1693858.5,4,"SERC","Washington County"
"78","AL","Charles R Lowman",56,"2","",6,1999,"ARP",720,159382,NA,870.649,0.4773,388.205,166401.6,1621852.4,4,"SERC","Washington County"
"79","AL","Charles R Lowman",56,"2","",7,1999,"ARP",744,176167,NA,738.188,0.464,419.241,184582.1,1799043.2,4,"SERC","Washington County"
"80","AL","Charles R Lowman",56,"2","",8,1999,"ARP",702.5,164320,NA,898.332,0.4995,421.199,170826.7,1664987.2,4,"SERC","Washington County"
"81","AL","Charles R Lowman",56,"2","",9,1999,"ARP",673.5,148483,NA,746.187,0.4739,365.379,156222.1,1522647.9,4,"SERC","Washington County"
"82","AL","Charles R Lowman",56,"2","",10,1999,"ARP",707.5,151655,NA,854.922,0.4994,398.629,161785,1576865.6,4,"SERC","Washington County"
"83","AL","Charles R Lowman",56,"2","",11,1999,"ARP",665,140034,NA,748.004,0.4652,343.467,148181.825,1444262.9,4,"SERC","Washington County"
"84","AL","Charles R Lowman",56,"2","",12,1999,"ARP",712.5,156439,NA,767.916,0.4771,398.391,169265.375,1649751.275,4,"SERC","Washington County"
"85","AL","Charles R Lowman",56,"3","",1,1999,"ARP",740.25,150276,NA,866.697,0.5066,393.229,158521.15,1545034.9,4,"SERC","Washington County"
"86","AL","Charles R Lowman",56,"3","",2,1999,"ARP",668.25,117660,NA,646.464,0.4592,285.747,126628.55,1234200.7,4,"SERC","Washington County"
"87","AL","Charles R Lowman",56,"3","",3,1999,"ARP",744,164647,NA,907.45,0.5332,463.415,177196.4,1727054.6,4,"SERC","Washington County"
"88","AL","Charles R Lowman",56,"3","",4,1999,"ARP",640.5,143198,NA,470.088,0.4929,367.506,152539.9,1486741.5,4,"SERC","Washington County"
"89","AL","Charles R Lowman",56,"3","",5,1999,"ARP",431,87754,NA,491.334,0.457,213.889,94339.375,919496.1,4,"SERC","Washington County"
"90","AL","Charles R Lowman",56,"3","",6,1999,"ARP",720,152631,NA,869.257,0.4808,385.969,164328.4,1601646.1,4,"SERC","Washington County"
"91","AL","Charles R Lowman",56,"3","",7,1999,"ARP",744,170385,NA,755.297,0.4773,430.443,183866.4,1792069.5,4,"SERC","Washington County"
"92","AL","Charles R Lowman",56,"3","",8,1999,"ARP",744,175900,NA,1017.853,0.5159,472.766,187141.6,1823989.7,4,"SERC","Washington County"
"93","AL","Charles R Lowman",56,"3","",9,1999,"ARP",720,155246,NA,840.858,0.4796,395.776,167897.7,1636426.7,4,"SERC","Washington County"
"94","AL","Charles R Lowman",56,"3","",10,1999,"ARP",744,154983,NA,864.793,0.4822,381.195,161643.9,1575473,4,"SERC","Washington County"
"95","AL","Charles R Lowman",56,"3","",11,1999,"ARP",720,151770,NA,797.082,0.4724,364.134,157551.8,1535587.5,4,"SERC","Washington County"
"96","AL","Charles R Lowman",56,"3","",12,1999,"ARP",744,157896,NA,740.174,0.5037,403.417,163846.9,1596941.2,4,"SERC","Washington County"
"97","AL","Colbert",47,"1","CSCO14",1,1999,"ARP",744,99622,NA,484.912,0.4416,231.432,106578.126,1038767.313,4,"","Colbert County"
"98","AL","Colbert",47,"1","CSCO14",2,1999,"ARP",672,99046,NA,511.088,0.4487,227.994,100411.62,978669.491,4,"","Colbert County"
"99","AL","Colbert",47,"1","CSCO14",3,1999,"ARP",497.25,82369,NA,371.277,0.4752,200.914,86172.185,839884.415,4,"","Colbert County"
"100","AL","Colbert",47,"1","CSCO14",4,1999,"ARP",632,107484,NA,490.989,0.4447,247.6,113156.785,1102892.485,4,"","Colbert County"
"101","AL","Colbert",47,"1","CSCO14",5,1999,"ARP",744,124978,NA,563.434,0.4407,287.075,130628.842,1273182.952,4,"","Colbert County"
"102","AL","Colbert",47,"1","CSCO14",6,1999,"ARP",719.75,109410,NA,515.228,0.4228,248.363,115556.824,1126284.372,4,"","Colbert County"
"103","AL","Colbert",47,"1","CSCO14",7,1999,"ARP",744,108760,NA,534.513,0.4119,244.585,116283.707,1133366.917,4,"","Colbert County"
"104","AL","Colbert",47,"1","CSCO14",8,1999,"ARP",744,108487,NA,578.839,0.4368,264.794,118354.44,1153555.573,4,"","Colbert County"
"105","AL","Colbert",47,"1","CSCO14",9,1999,"ARP",720,109036,NA,537.435,0.4339,259.557,116115.941,1131731.727,4,"","Colbert County"
"106","AL","Colbert",47,"1","CSCO14",10,1999,"ARP",602.5,96591,NA,437.295,0.4561,230.553,101225.139,986602.076,4,"","Colbert County"
"107","AL","Colbert",47,"1","CSCO14",11,1999,"ARP",648.25,98823,NA,436.788,0.4435,231.456,102705.173,1001025.243,4,"","Colbert County"
"108","AL","Colbert",47,"1","CSCO14",12,1999,"ARP",744,112889,NA,527.144,0.4335,262.441,120943.974,1178790.243,4,"","Colbert County"
"109","AL","Colbert",47,"2","CSCO14",1,1999,"ARP",744,109275,NA,531.658,0.4416,253.657,116790.658,1138304.681,4,"","Colbert County"
"110","AL","Colbert",47,"2","CSCO14",2,1999,"ARP",464.25,74689,NA,377.293,0.4578,173.93,76005.982,740795.877,4,"","Colbert County"
"111","AL","Colbert",47,"2","CSCO14",3,1999,"ARP",743.5,128950,NA,558.323,0.4706,309.242,132463.072,1291065.925,4,"","Colbert County"
"112","AL","Colbert",47,"2","CSCO14",4,1999,"ARP",718,126752,NA,578.378,0.4481,293.949,133540.69,1301565.282,4,"","Colbert County"
"113","AL","Colbert",47,"2","CSCO14",5,1999,"ARP",672,108413,NA,490.637,0.4366,247.592,113330.407,1104581.502,4,"","Colbert County"
"114","AL","Colbert",47,"2","CSCO14",6,1999,"ARP",719.75,111540,NA,525.955,0.4228,252.515,117800.79,1148155.552,4,"","Colbert County"
"115","AL","Colbert",47,"2","CSCO14",7,1999,"ARP",744,100329,NA,493.253,0.4119,225.691,107399.319,1046774.331,4,"","Colbert County"
"116","AL","Colbert",47,"2","CSCO14",8,1999,"ARP",744,105252,NA,562.287,0.4368,256.808,114900.93,1119895.197,4,"","Colbert County"
"117","AL","Colbert",47,"2","CSCO14",9,1999,"ARP",720,110892,NA,547.328,0.4339,263.32,118233.476,1152370.774,4,"","Colbert County"
"118","AL","Colbert",47,"2","CSCO14",10,1999,"ARP",744,126925,NA,577.586,0.4531,302.357,133742.792,1303538.81,4,"","Colbert County"
"119","AL","Colbert",47,"2","CSCO14",11,1999,"ARP",720,107334,NA,474.578,0.4414,249.724,112070.646,1092307.636,4,"","Colbert County"
"120","AL","Colbert",47,"2","CSCO14",12,1999,"ARP",726.5,105856,NA,495.259,0.4331,245.118,113279.168,1104084.362,4,"","Colbert County"
"121","AL","Colbert",47,"3","CSCO14",1,1999,"ARP",503,81548,NA,393.362,0.4369,192.464,88840.214,865882.747,4,"","Colbert County"
"122","AL","Colbert",47,"3","CSCO14",2,1999,"ARP",477.75,75588,NA,406.28,0.4616,181.427,77176,752205.639,4,"","Colbert County"
"123","AL","Colbert",47,"3","CSCO14",3,1999,"ARP",724,114147,NA,492.84,0.4694,272.505,116743.732,1137853.857,4,"","Colbert County"
"124","AL","Colbert",47,"3","CSCO14",4,1999,"ARP",561.75,86855,NA,391.804,0.4454,201.248,91613.823,892920.188,4,"","Colbert County"
"125","AL","Colbert",47,"3","CSCO14",5,1999,"ARP",269.75,38832,NA,176.722,0.4524,91.372,40665.11,396343.747,4,"","Colbert County"
"126","AL","Colbert",47,"3","CSCO14",6,1999,"ARP",719.75,111287,NA,524.283,0.4228,252.7,117586.525,1146067.228,4,"","Colbert County"
"127","AL","Colbert",47,"3","CSCO14",7,1999,"ARP",744,108995,NA,534.307,0.4119,244.756,116603.927,1136488.167,4,"","Colbert County"
"128","AL","Colbert",47,"3","CSCO14",8,1999,"ARP",705.25,105349,NA,563.458,0.4389,257.448,114958.168,1120452.861,4,"","Colbert County"
"129","AL","Colbert",47,"3","CSCO14",9,1999,"ARP",720,110805,NA,545.313,0.4339,262.803,118075.687,1150832.545,4,"","Colbert County"
"130","AL","Colbert",47,"3","CSCO14",10,1999,"ARP",744,118655,NA,539.794,0.4531,281.91,124976.774,1218099.365,4,"","Colbert County"
"131","AL","Colbert",47,"3","CSCO14",11,1999,"ARP",720,113999,NA,504.869,0.4414,266.254,119024.858,1160087.321,4,"","Colbert County"
"132","AL","Colbert",47,"3","CSCO14",12,1999,"ARP",744,121110,NA,566.774,0.4335,281.866,129817.804,1265280.291,4,"","Colbert County"
"133","AL","Colbert",47,"4","CSCO14",1,1999,"ARP",502.75,66963,NA,322.047,0.4369,157.413,72860.988,710141.066,4,"","Colbert County"
"134","AL","Colbert",47,"4","CSCO14",2,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"135","AL","Colbert",47,"4","CSCO14",3,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"136","AL","Colbert",47,"4","CSCO14",4,1999,"ARP",270,39424,NA,172.113,0.4475,91.231,41358.381,403102.466,4,"","Colbert County"
"137","AL","Colbert",47,"4","CSCO14",5,1999,"ARP",426.25,62261,NA,277.705,0.4199,135.316,64611.732,629741.183,4,"","Colbert County"
"138","AL","Colbert",47,"4","CSCO14",6,1999,"ARP",719.75,125520,NA,592.874,0.4228,279.798,132688.755,1293261.429,4,"","Colbert County"
"139","AL","Colbert",47,"4","CSCO14",7,1999,"ARP",744,124107,NA,610.796,0.4119,272.647,132976.188,1296061.571,4,"","Colbert County"
"140","AL","Colbert",47,"4","CSCO14",8,1999,"ARP",744,121649,NA,651.996,0.4368,290.291,133597.062,1302119.857,4,"","Colbert County"
"141","AL","Colbert",47,"4","CSCO14",9,1999,"ARP",720,118371,NA,586.203,0.4339,273.806,126566.899,1233592.114,4,"","Colbert County"
"142","AL","Colbert",47,"4","CSCO14",10,1999,"ARP",646.25,110355,NA,497.383,0.4505,257.249,115591.095,1126620.062,4,"","Colbert County"
"143","AL","Colbert",47,"4","CSCO14",11,1999,"ARP",622.25,104168,NA,461.479,0.4411,238.122,108429.726,1056819.72,4,"","Colbert County"
"144","AL","Colbert",47,"4","CSCO14",12,1999,"ARP",739.25,124715,NA,587.237,0.4336,286.548,133945.861,1305514.399,4,"","Colbert County"
"145","AL","Colbert",47,"5","",1,1999,"ARP",560.25,226413,NA,4060.84,0.3597,407.503,229896.9,2240714.05,4,"","Colbert County"
"146","AL","Colbert",47,"5","",2,1999,"ARP",358.75,138701,NA,2572.289,0.3613,251.487,142565.275,1389512.85,4,"","Colbert County"
"147","AL","Colbert",47,"5","",3,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"148","AL","Colbert",47,"5","",4,1999,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"","Colbert County"
"149","AL","Colbert",47,"5","",5,1999,"ARP",220.5,62040,NA,927.412,0.2881,95.263,57819.375,563539.45,4,"","Colbert County"
"150","AL","Colbert",47,"5","",6,1999,"ARP",720,329685,NA,5790.282,0.3757,612.8,333827,3253688.3,4,"","Colbert County"
"151","AL","Colbert",47,"5","",7,1999,"ARP",744,335166,NA,6169.449,0.3939,662.298,344085.6,3353678.5,4,"","Colbert County"
"152","AL","Colbert",47,"5","",8,1999,"ARP",636.75,270169,NA,5009.224,0.3856,560.832,294055.125,2866041.025,4,"","Colbert County"
"153","AL","Colbert",47,"5","",9,1999,"ARP",720,319388,NA,5597.554,0.3895,658.529,348725.4,3398880.6,4,"","Colbert County"
"154","AL","Colbert",47,"5","",10,1999,"ARP",594.75,264627,NA,5163.839,0.4494,638.198,278357.775,2713036.125,4,"","Colbert County"
"155","AL","Colbert",47,"5","",11,1999,"ARP",720,345653,NA,6637.999,0.4665,859.146,376708.8,3671612,4,"","Colbert County"
"156","AL","Colbert",47,"5","",12,1999,"ARP",571.5,237397,NA,5043.401,0.4319,596.684,275568.425,2685849.05,4,"","Colbert County"
"157","AL","E C Gaston",26,"1","CS0CAN",1,1999,"ARP",744,170567,NA,1619.768,0.4751,412.019,175397.373,1709472.1,4,"SERC","Shelby County"
"158","AL","E C Gaston",26,"1","CS0CAN",2,1999,"ARP",593.75,122399,NA,1243.213,0.4619,287.459,125863.628,1226691.141,4,"SERC","Shelby County"
"159","AL","E C Gaston",26,"1","CS0CAN",3,1999,"ARP",684.5,163799,NA,1558.177,0.4864,398.776,167294.184,1630483.8,4,"SERC","Shelby County"
"160","AL","E C Gaston",26,"1","CS0CAN",4,1999,"ARP",720,174369,NA,1853.727,0.5069,452.192,181947.344,1773318,4,"SERC","Shelby County"
"161","AL","E C Gaston",26,"1","CS0CAN",5,1999,"ARP",667,145164,NA,1513.87,0.5122,394.014,152006.9,1481502.7,4,"SERC","Shelby County"
"162","AL","E C Gaston",26,"1","CS0CAN",6,1999,"ARP",658,153373,NA,1305.561,0.4761,379.2,160779.374,1566991.588,4,"SERC","Shelby County"
"163","AL","E C Gaston",26,"1","CS0CAN",7,1999,"ARP",698.75,168175,NA,1388.306,0.4911,422.817,174224.342,1698027.1,4,"SERC","Shelby County"
"164","AL","E C Gaston",26,"1","CS0CAN",8,1999,"ARP",724.25,180680,NA,1542.439,0.4941,451.638,187214.305,1824643.8,4,"SERC","Shelby County"
"165","AL","E C Gaston",26,"1","CS0CAN",9,1999,"ARP",684.75,156996,NA,1222.13,0.4923,406.915,165519.986,1613199.22,4,"SERC","Shelby County"
"166","AL","E C Gaston",26,"1","CS0CAN",10,1999,"ARP",744,120150,NA,851.38,0.5152,318.961,123288.357,1201599.9,4,"SERC","Shelby County"
"167","AL","E C Gaston",26,"1","CS0CAN",11,1999,"ARP",720,173261,NA,1268.369,0.5593,495.682,182599.484,1779666.1,4,"SERC","Shelby County"
"168","AL","E C Gaston",26,"1","CS0CAN",12,1999,"ARP",744,182183,NA,1389.398,0.5542,526.776,193844.624,1889260,4,"SERC","Shelby County"
"169","AL","E C Gaston",26,"2","CS0CAN",1,1999,"ARP",744,125460,NA,1138.669,0.4751,303.928,130453.227,1271426.1,4,"SERC","Shelby County"
"170","AL","E C Gaston",26,"2","CS0CAN",2,1999,"ARP",672,126822,NA,1245.9,0.464,315.592,136811.172,1333390.859,4,"SERC","Shelby County"
"171","AL","E C Gaston",26,"2","CS0CAN",3,1999,"ARP",744,152567,NA,1475.915,0.4843,380.438,162512.916,1583890.5,4,"SERC","Shelby County"
"172","AL","E C Gaston",26,"2","CS0CAN",4,1999,"ARP",720,9964,NA,83.062,0.5069,24.016,10842.856,105676.4,4,"SERC","Shelby County"
"173","AL","E C Gaston",26,"2","CS0CAN",5,1999,"ARP",744,0,NA,0.386,0.4602,0.089,47.4,461.8,4,"SERC","Shelby County"
"174","AL","E C Gaston",26,"2","CS0CAN",6,1999,"ARP",720,126265,NA,1006.824,0.4711,313.062,135228.426,1317972.012,4,"SERC","Shelby County"
"175","AL","E C Gaston",26,"2","CS0CAN",7,1999,"ARP",744,152280,NA,1261.548,0.4662,389.71,159707.458,1556541.4,4,"SERC","Shelby County"
"176","AL","E C Gaston",26,"2","CS0CAN",8,1999,"ARP",744,174124,NA,1465.031,0.4948,441.217,182408.395,1777805.9,4,"SERC","Shelby County"
"177","AL","E C Gaston",26,"2","CS0CAN",9,1999,"ARP",720,147968,NA,1195.285,0.4916,399.303,162577.214,1584517.88,4,"SERC","Shelby County"
