"","State","Facility Name","Facility ID (ORISPL)","Unit ID","Associated Stacks","Month","Year","Program(s)","Operating Time","Gross Load (MW-h)","Steam Load (1000lb)","SO2 (tons)","Avg. NOx Rate (lb/MMBtu)","NOx (tons)","CO2 (short tons)","Heat Input (MMBtu)","EPA Region","NERC Region","County"
"52","AL","Barry",3,"5","MS5A, MS5B",4,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"53","AL","Barry",3,"5","MS5A, MS5B",5,1998,"ARP",181.25,54258,NA,315.718,0.3692,162.017,62396.075,608127.425,4,"SERC","Mobile County"
"54","AL","Barry",3,"5","MS5A, MS5B",6,1998,"ARP",711.5,517591,NA,2794.561,0.4459,1147.355,527560.7,5141818.4,4,"SERC","Mobile County"
"55","AL","Barry",3,"5","MS5A, MS5B",7,1998,"ARP",744,563494,NA,2938.821,0.3899,1075.984,566753.3,5523805.8,4,"SERC","Mobile County"
"56","AL","Barry",3,"5","MS5A, MS5B",8,1998,"ARP",666.75,396285,NA,2108.474,0.4189,845.762,408262.975,3979057.875,4,"SERC","Mobile County"
"57","AL","Barry",3,"5","MS5A, MS5B",9,1998,"ARP",669.75,443937,NA,2357.911,0.4365,944.799,457884.5,4462707.15,4,"SERC","Mobile County"
"58","AL","Barry",3,"5","MS5A, MS5B",10,1998,"ARP",737.25,537210,NA,3094.743,0.4038,1098.738,553647.35,5396053.375,4,"SERC","Mobile County"
"59","AL","Barry",3,"5","MS5A, MS5B",11,1998,"ARP",635.25,432131,NA,2449.857,0.4311,911.84,444826.85,4335462.8,4,"SERC","Mobile County"
"60","AL","Barry",3,"5","MS5A, MS5B",12,1998,"ARP",698.75,497427,NA,2861.633,0.4,997.718,509153.325,4962421.2,4,"SERC","Mobile County"
"61","AL","Charles R Lowman",56,"1","",1,1998,"ARP",705.5,33523,NA,410.16,0.7201,146.387,41951.75,408877.6,4,"SERC","Washington County"
"62","AL","Charles R Lowman",56,"1","",2,1998,"ARP",658.5,31134,NA,508.162,0.7165,136.028,38811.875,378279.85,4,"SERC","Washington County"
"63","AL","Charles R Lowman",56,"1","",3,1998,"ARP",744,36792,NA,650.081,0.7486,169.973,46516.7,453376.5,4,"SERC","Washington County"
"64","AL","Charles R Lowman",56,"1","",4,1998,"ARP",540.75,25951,NA,467.905,0.7344,121.391,33552.4,327025.375,4,"SERC","Washington County"
"65","AL","Charles R Lowman",56,"1","",5,1998,"ARP",580.25,35873,NA,647.966,0.7447,164.133,44956.625,438174.1,4,"SERC","Washington County"
"66","AL","Charles R Lowman",56,"1","",6,1998,"ARP",692.75,40701,NA,749.149,0.7371,184.058,51107.725,498124.05,4,"SERC","Washington County"
"67","AL","Charles R Lowman",56,"1","",7,1998,"ARP",743.25,44515,NA,786.856,0.715,195.491,55897.25,544804.85,4,"SERC","Washington County"
"68","AL","Charles R Lowman",56,"1","",8,1998,"ARP",743.75,41244,NA,742.703,0.7368,188.087,52370.7,510430.975,4,"SERC","Washington County"
"69","AL","Charles R Lowman",56,"1","",9,1998,"ARP",673,35975,NA,646.221,0.7477,165.44,45016.15,438756.55,4,"SERC","Washington County"
"70","AL","Charles R Lowman",56,"1","",10,1998,"ARP",725.75,38663,NA,701.068,0.7907,188.457,48696.85,474627.675,4,"SERC","Washington County"
"71","AL","Charles R Lowman",56,"1","",11,1998,"ARP",400.5,19098,NA,360.974,0.7902,96.214,24879.45,242489.35,4,"SERC","Washington County"
"72","AL","Charles R Lowman",56,"1","",12,1998,"ARP",521,27604,NA,472.269,0.6063,98.068,32921.275,320865.025,4,"SERC","Washington County"
"73","AL","Charles R Lowman",56,"2","",1,1998,"ARP",744,155754,NA,892.685,0.4781,400.769,171375.8,1670319.6,4,"SERC","Washington County"
"74","AL","Charles R Lowman",56,"2","",2,1998,"ARP",672,141292,NA,822.808,0.4655,346.855,152489.6,1486263,4,"SERC","Washington County"
"75","AL","Charles R Lowman",56,"2","",3,1998,"ARP",739.5,156015,NA,921.937,0.4761,392.604,168741.25,1644650.1,4,"SERC","Washington County"
"76","AL","Charles R Lowman",56,"2","",4,1998,"ARP",463.25,93881,NA,556.555,0.4755,235.157,101582.75,990066.25,4,"SERC","Washington County"
"77","AL","Charles R Lowman",56,"2","",5,1998,"ARP",743.25,165938,NA,961.195,0.4848,422.535,177700.15,1731964.225,4,"SERC","Washington County"
"78","AL","Charles R Lowman",56,"2","",6,1998,"ARP",718.75,166849,NA,964.641,0.4882,427.532,178847.3,1743148.275,4,"SERC","Washington County"
"79","AL","Charles R Lowman",56,"2","",7,1998,"ARP",744,174342,NA,1005.541,0.4984,455.657,187084.9,1823430.5,4,"SERC","Washington County"
"80","AL","Charles R Lowman",56,"2","",8,1998,"ARP",744,171011,NA,989.207,0.4839,434.975,184143.8,1794751.3,4,"SERC","Washington County"
"81","AL","Charles R Lowman",56,"2","",9,1998,"ARP",714,157688,NA,898.704,0.4988,408.281,167378.525,1631364.725,4,"SERC","Washington County"
"82","AL","Charles R Lowman",56,"2","",10,1998,"ARP",744,152965,NA,901.994,0.4901,402.939,168223.7,1639604.3,4,"SERC","Washington County"
"83","AL","Charles R Lowman",56,"2","",11,1998,"ARP",720,155838,NA,909.96,0.4872,404.032,169846.5,1655416.1,4,"SERC","Washington County"
"84","AL","Charles R Lowman",56,"2","",12,1998,"ARP",744,159451,NA,919.853,0.4848,410.851,173432.4,1690358.3,4,"SERC","Washington County"
"85","AL","Charles R Lowman",56,"3","",1,1998,"ARP",744,141214,NA,729.376,0.4826,332.798,140831.7,1372620.3,4,"SERC","Washington County"
"86","AL","Charles R Lowman",56,"3","",2,1998,"ARP",672,133836,NA,737.936,0.4657,311.035,136696.5,1332322.4,4,"SERC","Washington County"
"87","AL","Charles R Lowman",56,"3","",3,1998,"ARP",538,108294,NA,625.955,0.4946,276.41,114153.1,1112589.7,4,"SERC","Washington County"
"88","AL","Charles R Lowman",56,"3","",4,1998,"ARP",468.5,92039,NA,526.589,0.4768,223.03,96004.55,935706.6,4,"SERC","Washington County"
"89","AL","Charles R Lowman",56,"3","",5,1998,"ARP",744,161010,NA,903.717,0.4866,394.547,165558.6,1613637.4,4,"SERC","Washington County"
"90","AL","Charles R Lowman",56,"3","",6,1998,"ARP",720,158634,NA,890.188,0.491,390.721,163006.2,1588738.8,4,"SERC","Washington County"
"91","AL","Charles R Lowman",56,"3","",7,1998,"ARP",739.75,162140,NA,931.514,0.4964,414.483,171068.5,1667340.25,4,"SERC","Washington County"
"92","AL","Charles R Lowman",56,"3","",8,1998,"ARP",652,134845,NA,758.872,0.4992,342.959,141155,1375782.6,4,"SERC","Washington County"
"93","AL","Charles R Lowman",56,"3","",9,1998,"ARP",715.25,140918,NA,799.952,0.4837,347.434,147611.9,1438721,4,"SERC","Washington County"
"94","AL","Charles R Lowman",56,"3","",10,1998,"ARP",392.75,72940,NA,418.454,0.4881,183.09,77748.2,757773.275,4,"SERC","Washington County"
"95","AL","Charles R Lowman",56,"3","",11,1998,"ARP",720,148918,NA,829.733,0.491,367.701,153595.7,1497027.1,4,"SERC","Washington County"
"96","AL","Charles R Lowman",56,"3","",12,1998,"ARP",744,151404,NA,841.123,0.4733,360.581,156150.5,1521925.8,4,"SERC","Washington County"
"97","AL","Chickasaw",5,"110","",1,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"98","AL","Chickasaw",5,"110","",2,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"99","AL","Chickasaw",5,"110","",3,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"100","AL","Chickasaw",5,"110","",4,1998,"ARP",0,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"101","AL","Chickasaw",5,"110","",5,1998,"ARP",199.75,2766,NA,0.147,0.1728,3.351,2289.3,38256.625,4,"SERC","Mobile County"
"102","AL","Chickasaw",5,"110","",6,1998,"ARP",695.5,20290,NA,0.1,0.1864,25.585,15825.6,266074.45,4,"SERC","Mobile County"
"103","AL","Chickasaw",5,"110","",7,1998,"ARP",544,14052,NA,0.15,0.1813,17.819,11407.2,191836,4,"SERC","Mobile County"
"104","AL","Chickasaw",5,"110","",8,1998,"ARP",586.75,15453,NA,0.139,0.1839,16.972,10744.95,180710.075,4,"SERC","Mobile County"
"105","AL","Chickasaw",5,"110","",9,1998,"ARP",394.5,10871,NA,0.128,0.1766,13.098,8589.8,144320.725,4,"SERC","Mobile County"
"106","AL","Chickasaw",5,"110","",10,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"107","AL","Chickasaw",5,"110","",11,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"108","AL","Chickasaw",5,"110","",12,1998,"ARP",NA,NA,NA,NA,NA,NA,NA,NA,4,"SERC","Mobile County"
"109","AL","Colbert",47,"1","CSCO14",1,1998,"ARP",543.25,56513,NA,458.323,0.4881,147.565,62036.725,604647.124,4,"","Colbert County"
"110","AL","Colbert",47,"1","CSCO14",2,1998,"ARP",554.25,69773,NA,472.509,0.4747,169.265,72227.222,703970.723,4,"","Colbert County"
"111","AL","Colbert",47,"1","CSCO14",3,1998,"ARP",744,114269,NA,826.694,0.5092,300.528,120861.143,1177986.009,4,"","Colbert County"
"112","AL","Colbert",47,"1","CSCO14",4,1998,"ARP",720,123273,NA,792.872,0.4888,315.095,130330.148,1270273.867,4,"","Colbert County"
"113","AL","Colbert",47,"1","CSCO14",5,1998,"ARP",744,120461,NA,780.612,0.4545,294.623,130557.766,1272491.735,4,"","Colbert County"
"114","AL","Colbert",47,"1","CSCO14",6,1998,"ARP",671.75,101149,NA,660.625,0.4445,251.02,115136.926,1122193.337,4,"","Colbert County"
"115","AL","Colbert",47,"1","CSCO14",7,1998,"ARP",744,107011,NA,554.138,0.4111,249,121444.808,1183671.012,4,"","Colbert County"
"116","AL","Colbert",47,"1","CSCO14",8,1998,"ARP",743,119088,NA,577.045,0.4374,290.31,133625.755,1302395.223,4,"","Colbert County"
"117","AL","Colbert",47,"1","CSCO14",9,1998,"ARP",720,109229,NA,517.384,0.3964,242.779,120979.361,1179135.224,4,"","Colbert County"
"118","AL","Colbert",47,"1","CSCO14",10,1998,"ARP",744,128171,NA,774.029,0.4508,315.509,141834.695,1382401.319,4,"","Colbert County"
"119","AL","Colbert",47,"1","CSCO14",11,1998,"ARP",720,127330,NA,693.98,0.4518,308.865,139137.516,1356117.004,4,"","Colbert County"
"120","AL","Colbert",47,"1","CSCO14",12,1998,"ARP",744,106199,NA,583.412,0.4408,256.394,116349.359,1134011.386,4,"","Colbert County"
"121","AL","Colbert",47,"2","CSCO14",1,1998,"ARP",744,85316,NA,686.532,0.4811,218.091,93099.578,907407.925,4,"","Colbert County"
"122","AL","Colbert",47,"2","CSCO14",2,1998,"ARP",309.25,40016,NA,294.631,0.4664,98.368,42603.024,415233.216,4,"","Colbert County"
"123","AL","Colbert",47,"2","CSCO14",3,1998,"ARP",591.25,87509,NA,642.07,0.5124,231.486,92600.793,902543.926,4,"","Colbert County"
"124","AL","Colbert",47,"2","CSCO14",4,1998,"ARP",720,115006,NA,731.588,0.4888,293.009,121622.101,1185399.901,4,"","Colbert County"
"125","AL","Colbert",47,"2","CSCO14",5,1998,"ARP",744,105160,NA,684.228,0.4545,257.505,114273.33,1113773.709,4,"","Colbert County"
"126","AL","Colbert",47,"2","CSCO14",6,1998,"ARP",720,100593,NA,657.972,0.4475,252.308,114743.787,1118362.552,4,"","Colbert County"
"127","AL","Colbert",47,"2","CSCO14",7,1998,"ARP",741.75,99627,NA,515.701,0.4111,232.641,112968.477,1101055.647,4,"","Colbert County"
"128","AL","Colbert",47,"2","CSCO14",8,1998,"ARP",669.75,95071,NA,457.26,0.439,234.042,106517.773,1038184.47,4,"","Colbert County"
"129","AL","Colbert",47,"2","CSCO14",9,1998,"ARP",618.25,91386,NA,430.824,0.3894,201.151,101437.352,988667.727,4,"","Colbert County"
"130","AL","Colbert",47,"2","CSCO14",10,1998,"ARP",703.75,118937,NA,727.053,0.4504,292.438,131780.338,1284404.525,4,"","Colbert County"
"131","AL","Colbert",47,"2","CSCO14",11,1998,"ARP",575,97974,NA,509.2,0.4599,243.299,107318.244,1045988.22,4,"","Colbert County"
"132","AL","Colbert",47,"2","CSCO14",12,1998,"ARP",475.5,69352,NA,374.748,0.4299,162.331,76004.164,740783.201,4,"","Colbert County"
"133","AL","Colbert",47,"3","CSCO14",1,1998,"ARP",720.25,73297,NA,590.38,0.4808,187.814,80133.643,781033.053,4,"","Colbert County"
"134","AL","Colbert",47,"3","CSCO14",2,1998,"ARP",293.75,30489,NA,210.984,0.4451,72.679,33107.874,322689.343,4,"","Colbert County"
"135","AL","Colbert",47,"3","CSCO14",3,1998,"ARP",303,45902,NA,353.292,0.5157,120.553,47677.789,464695.499,4,"","Colbert County"
"136","AL","Colbert",47,"3","CSCO14",4,1998,"ARP",720,123177,NA,790.55,0.4888,314.303,130336.343,1270334.679,4,"","Colbert County"
"137","AL","Colbert",47,"3","CSCO14",5,1998,"ARP",744,106024,NA,691.813,0.4545,258.904,115077.351,1121610.375,4,"","Colbert County"
"138","AL","Colbert",47,"3","CSCO14",6,1998,"ARP",642.25,88756,NA,585.761,0.4508,225.252,101043.456,984829.774,4,"","Colbert County"
"139","AL","Colbert",47,"3","CSCO14",7,1998,"ARP",626.75,88128,NA,461.489,0.4093,203.72,99804.287,972750.077,4,"","Colbert County"
"140","AL","Colbert",47,"3","CSCO14",8,1998,"ARP",744,104449,NA,504.046,0.4374,256.591,117012.113,1140468.365,4,"","Colbert County"
"141","AL","Colbert",47,"3","CSCO14",9,1998,"ARP",720,102250,NA,483.295,0.3964,227.843,113353.528,1104809.246,4,"","Colbert County"
"142","AL","Colbert",47,"3","CSCO14",10,1998,"ARP",744,119722,NA,715.799,0.4508,296.347,132264.273,1289122.938,4,"","Colbert County"
"143","AL","Colbert",47,"3","CSCO14",11,1998,"ARP",720,88955,NA,480.864,0.4518,216.81,97258.37,947938.525,4,"","Colbert County"
"144","AL","Colbert",47,"3","CSCO14",12,1998,"ARP",744,113073,NA,620.651,0.4408,273.419,123949.739,1208088.977,4,"","Colbert County"
"145","AL","Colbert",47,"4","CSCO14",1,1998,"ARP",313,31423,NA,259.08,0.4884,82.228,34792.658,339108.99,4,"","Colbert County"
"146","AL","Colbert",47,"4","CSCO14",2,1998,"ARP",573.75,62896,NA,405.061,0.4679,149.724,65336.986,636813.61,4,"","Colbert County"
"147","AL","Colbert",47,"4","CSCO14",3,1998,"ARP",310.75,42608,NA,287.115,0.4997,111.654,46344.486,451702.665,4,"","Colbert County"
"148","AL","Colbert",47,"4","CSCO14",4,1998,"ARP",592.75,92449,NA,569.141,0.4867,235.554,97724.714,952483.853,4,"","Colbert County"
"149","AL","Colbert",47,"4","CSCO14",5,1998,"ARP",698.5,101513,NA,661.894,0.4534,247.693,110116.562,1073259.971,4,"","Colbert County"
"150","AL","Colbert",47,"4","CSCO14",6,1998,"ARP",644,91436,NA,600.243,0.4487,230.024,104223.438,1015823.347,4,"","Colbert County"
"151","AL","Colbert",47,"4","CSCO14",7,1998,"ARP",744,96151,NA,499.723,0.4111,224.5,108950.117,1061890.563,4,"","Colbert County"
"152","AL","Colbert",47,"4","CSCO14",8,1998,"ARP",744,111656,NA,539.119,0.4374,275.154,125068.249,1218988.64,4,"","Colbert County"
"153","AL","Colbert",47,"4","CSCO14",9,1998,"ARP",454.5,69674,NA,327.319,0.4083,157.234,77319.284,753599.192,4,"","Colbert County"
"154","AL","Colbert",47,"4","CSCO14",10,1998,"ARP",444.75,69153,NA,432.77,0.4508,170.53,76135.366,742059.107,4,"","Colbert County"
"155","AL","Colbert",47,"4","CSCO14",11,1998,"ARP",630,99256,NA,552.3,0.4494,241.906,108583.156,1058315.665,4,"","Colbert County"
"156","AL","Colbert",47,"4","CSCO14",12,1998,"ARP",744,113919,NA,627.012,0.4408,275.552,124896.855,1217320.728,4,"","Colbert County"
"157","AL","Colbert",47,"5","",1,1998,"ARP",327.25,148961,NA,2094.321,0.4057,285.049,141817.6,1382231.425,4,"","Colbert County"
"158","AL","Colbert",47,"5","",2,1998,"ARP",672,316748,NA,4944.458,0.3952,585.953,303870.2,2961709.3,4,"","Colbert County"
"159","AL","Colbert",47,"5","",3,1998,"ARP",607,278474,NA,5006.363,0.3831,520.027,276355.5,2693521.2,4,"","Colbert County"
"160","AL","Colbert",47,"5","",4,1998,"ARP",568.75,247133,NA,4480.271,0.3762,469.801,249740.9,2434109.675,4,"","Colbert County"
"161","AL","Colbert",47,"5","",5,1998,"ARP",362,161016,NA,2449.538,0.3821,279.029,149000,1452236.2,4,"","Colbert County"
"162","AL","Colbert",47,"5","",6,1998,"ARP",609.25,238837,NA,3484.238,0.3845,438.767,229281.225,2234716.425,4,"","Colbert County"
"163","AL","Colbert",47,"5","",7,1998,"ARP",744,313009,NA,4858.198,0.3906,589.562,309663,3018180.5,4,"","Colbert County"
"164","AL","Colbert",47,"5","",8,1998,"ARP",552.25,185716,NA,3305.299,0.3579,355.622,190441.05,1856152.375,4,"","Colbert County"
"165","AL","Colbert",47,"5","",9,1998,"ARP",720,286254,NA,4987.125,0.367,533.017,295987.5,2884861.8,4,"","Colbert County"
"166","AL","Colbert",47,"5","",10,1998,"ARP",439.5,158487,NA,2925.259,0.3333,276.035,166577.4,1623559.025,4,"","Colbert County"
"167","AL","Colbert",47,"5","",11,1998,"ARP",589.5,216744,NA,3996.945,0.3839,424.246,222483.1,2168440.925,4,"","Colbert County"
"168","AL","Colbert",47,"5","",12,1998,"ARP",696,300319,NA,5076.443,0.3764,547.999,298525.7,2909590.4,4,"","Colbert County"
"169","AL","E C Gaston",26,"1","CS0CAN",1,1998,"ARP",744,121004,NA,882.862,0.4193,273.133,132401.226,1290401.3,4,"SERC","Shelby County"
"170","AL","E C Gaston",26,"1","CS0CAN",2,1998,"ARP",672,107100,NA,805.231,0.4294,258.433,120404.831,1173487.5,4,"SERC","Shelby County"
"171","AL","E C Gaston",26,"1","CS0CAN",3,1998,"ARP",744,147989,NA,1327.358,0.4008,332.477,165278.617,1610832.7,4,"SERC","Shelby County"
"172","AL","E C Gaston",26,"1","CS0CAN",4,1998,"ARP",720,138767,NA,1091.915,0.4213,313.476,148625.294,1448529,4,"SERC","Shelby County"
"173","AL","E C Gaston",26,"1","CS0CAN",5,1998,"ARP",744,114398,NA,887.593,0.4105,247.622,119428.893,1163975.6,4,"SERC","Shelby County"
"174","AL","E C Gaston",26,"1","CS0CAN",6,1998,"ARP",720,165202,NA,1321.319,0.4328,366.958,172094.247,1677267,4,"SERC","Shelby County"
"175","AL","E C Gaston",26,"1","CS0CAN",7,1998,"ARP",744,179815,NA,1350.221,0.4276,389.104,185396.865,1806922.3,4,"SERC","Shelby County"
"176","AL","E C Gaston",26,"1","CS0CAN",8,1998,"ARP",744,156589,NA,1300.159,0.4238,342.528,163534.081,1593835.7,4,"SERC","Shelby County"
"177","AL","E C Gaston",26,"1","CS0CAN",9,1998,"ARP",720,104175,NA,955.626,0.434,227.198,107904.539,1051661.6,4,"SERC","Shelby County"
"178","AL","E C Gaston",26,"1","CS0CAN",10,1998,"ARP",265.25,51025,NA,462.789,0.4284,114.007,54407.788,530269.969,4,"SERC","Shelby County"
